Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
10302,B003EML8PM,AW217AEOYV37O,"Chad I. Patrick ""Systems Administrator""",2,2,5,1339027200,If Popcorn and Bacon Had a Baby,"My day had been nothing exceptional.  I had forgotten to take lunch and the afternoon was dragging.  Upon returning to my desk I saw a bag of these on my desk that had been here for a few days; a gift from a friend.  I decided to take them to the microwave and give them a try.  I fully expected to ""pop"" them and open the door to the worst smell I could fathom.  Imagine my surprise when the bell dinged and I opened the door to the delicious smell of still sizzling savoriness that is Lowrey's How n Spicy Bacon Curls.  It was like cherubim descended from heaven and placed God's favorite snack in my mouth.  I was bathed in a pillar of light and from nowhere the volume rose to a crescendo of Beethoven's 9th Symphony.  At that moment I realized that my life had been building to this moment ... this one perfect instant in time.  I felt as if my tongue was nodding in approval and I shed a single tear of joy.  If I have another son I will name him Lowrey."
10303,B003EML8PM,A11XDHNP9LII9J,D. Thomas,2,2,4,1300665600,Love These!,"We really love this product.  Many times we have bought pork rinds from the store and have had to toss them out because they were no longer fresh.  But Lowrey's Microwave Pork Rinds are made fresh each time you microwave a bag. It's amazing how much the 1.75 ounce bag makes - more than enough to share.  If I have a complaint, it's that they are a bit salty.  My husband & I have remedied that by adding them to our popcorn (we pop on the stove), then the salt is dispersed into the popcorn. <a href=""http://www.amazon.com/gp/product/B000K3LQ1E"">Lowrey's Bacon Curls, Microwave Pork Rinds (18 Bags, Original 1 case</a>"
10304,B003EML8PM,A21DGZYD1XA48P,Tim Mullins,2,2,5,1230336000,Great Taste Small Price,"A delicious product, can't seem to find it in the stores these days. I recommend to try if you like pork rinds.<br />Quick Delivery and great to have for guests."
10305,B003EML8PM,ALSS86N26DL84,"Kitty Waldon ""hypnotherapist""",2,2,5,1230336000,You will never go back to prepackaged pork rinds,"Wish they were stocked in stores but glad to be able to find them online. Not only food for white trash, they are low carb and make the perfect snack food. The aroma from the microwave during the cooking process is heavenly. Be sure to shake the bag per package direction. A must for the pork rind addict. After you try these, you will never go back to prepackaged rinds."
10306,B003EML8PM,A1FXMKXVJED66L,"Shawn M. Hayes ""PORK RIND LOVER""",2,2,5,1230249600,DELICIOUS FOR THOSE TASTE BUDS,IF YOUR A PORK RIND LOVER THIS IS AN AWESOME PRODUCT FOR THOSE WONDERFUL TASTE BUDS. THEY MELT IN YOUR MOUTH BEFORE THEY GO DOWN. MMM MMM GOOD.
10307,B003EML8PM,A2NRKNW644Z7F4,L. Nichols,2,2,4,1229472000,pork rinds,This is a great product. You do have to play around with the cooking time for your microwave or you can easily overcook. The product was delivered quickly and in great condition.
10308,B003EML8PM,A3C3ZSAVKLYYVH,Woo Ram Han,1,1,5,1345939200,delicious and easy to make,"I'm currently deployed and I'm on a low carb and high protein diet.  But my current location doesn't allow me to go out into town easily to get the type of foods that would keep me on my diet. So i ordered this from amazon.<br /><br />Pros<br />fast shipping!<br />taste great<br />Zero carbs<br /><br />cons<br />does make the room smell once you open the package<br />so be mindful of anybody else who might complain. just open it outside, through a window, or stand under a ventilation fan.<br /><br />I've read reviews of people have trouble cooking it. here's my method.<br /><br />-the instructions says cook for 2 minutes, but i set it to 3 minutes.<br />-after 45 seconds I open the door flip the package and shake it to spread the pieces out again<br />-after another 45 seconds i flip the package one more time and help the bag expand by just shaking the pieces around.<br />-then I'll let cook for about a total time of 2:10-2:20 then stop and open the bag and place the rinds in a bowl or container.<br /><br />I'll then look through to see if any have not expanded yet. I'll just throw them in the microwave without the bag on a plate or napkin and just let them cook for a minute.<br /><br />there, you are done!<br /><br />i like to dip them in hot sauce. ENJOY!"
10309,B003EML8PM,A3U89KUK508C59,Drakkath,1,1,5,1344988800,Delicious,"These pork rinds are delicious, but learning how to cook them in your microwave takes some practice. My first 2 bags were wasted, but I finally just dumped the bag on a paper plate and microwaved it and they turned out GREAT.  The bag has NOTHING to do with the cooking, so I actually just emptied all of my bags into one big ziplock bag so I can put how many I want on a plate and only cook a few at a time (cooks better that way)<br /><br />All that said, when these babies puff, they are delicious."
10310,B003EML8PM,A3CNTFRXDLA1SA,Julia E Hoodman,1,1,4,1317168000,Wonderful pork rinds. Microwave with care!,"I first tried Lowrey's Bacon Curls when they were offered at a local club store. Since then, the only way to find them had been to order them streight from the manufacturer, until now. I'd had mixed results with the microwave process. I'd had many bags just burn without popping. Recently...just for fun, I thought I'd see what would happen if I tried lower wattage. It worked!! Now I use my 900 watt microwave vs the 1100 watt microvave I'd initially used."
10311,B003EML8PM,A2BPATJTW99PKK,John Green,1,1,1,1313625600,What happened?,"This is my fourth order of these pork rinds and I'm not sure what's up, but something's really amiss.  The bags are leaking some kind of grease and don't fluff up during the microwave process.  I used to love these, so hopefully this is just a bad batch.  If not, then Lowrey's needs to look into this and fix whatever has happened to a once great snack."
10312,B003EML8PM,A6KL17KKN0A5L,K. Harper,1,1,5,1311033600,"So tasty, but has MSG.","It cooks in microwave so fast, and it's really good right after you cook, but unfortunately it has MSG in it. Nonetheless, the fat and sodium content on this is not too bad when compared to regular pork rinds. I uploaded a photo of the nutrition facts so you can see the ingredients too."
10313,B003EML8PM,A1MF176W8X69JP,VR,1,1,2,1293667200,BAD BATCH,"This was my second purchase of this product. The first purchase was great, but this 2nd must have been a defective batch. Most packs did not cook correctly because they were not sealed tight and opened during cooking. That caused them to burn or not cook completely. I did not send them back because I kept thinking, maybe the next one will be better, but I was wrong. There are a few packs left, but I'm hesitant about microwaving them. I will probably purchase some again, but it will not be anytime soon."
10314,B003EML8PM,AOZ52IZZR2TKH,Sam Brandon,1,1,5,1250553600,Bacon Curls..very good,I can't find these in the local store so I order them.  They have much better flavor than the already prepared kind.  Microwave like popcorn.  Low carb.  Be sure to shake the package like it says.
10315,B003EML8PM,A25G2643C8KF9J,"Fidelis Gordon ""Fidelis Gordon""",1,1,5,1245456000,Lawry's hot & spicy bacon curls (pork rinds),I love these both kinds once you try them you won't be able to eat the prepackaged ones ever again. They are crispy spicy and fresh
10316,B003EML8PM,A1SMGZT8PJRG70,"Ann Brandon ""hoover""",1,1,5,1244160000,microwave bacon curls are great,I've been eating these (regular and spicy) for several years.  They are definitely superior to the non-microwave kind.  Shake the bag as directed to make sure they are not stacked on each other and I put them on the popcorn setting in my microwave.  Soooo good.
10317,B003EML8PM,A317OK989S2YFO,"Keith Slayton ""Slaydog""",1,1,5,1243814400,Tasty,"We originally found these at Wally World.  When we could no longer get there, I hit the internet.  Both are quite good . . . we prefer the spicy."
10318,B003EML8PM,A15Y79V8G6H1M1,Amy M. Bader,1,1,5,1240790400,Microwave pork rinds,I'm so glad these are finally available again.  My boyfriend loves these!!  I try to buy them every month for him.
10319,B003EML8PM,A1W39E26TVHA1F,I Research Anypurchase,1,1,4,1240272000,Great Product!,"the next best thing to fresh!<br /><br />if youve never had fresh pork rinds, this is something youve got to try!"
10320,B003EML8PM,A1RZLXHFHFBTZL,"Ron A. Zingen ""RAZ""",1,1,5,1235433600,Lowrey's Bacon Curls--Microwave,"I love these things.  I used to be able to get them at Wal Mart and a couple local grocery stores.  Now I have a hard time finding them--but they are available through Amazon.  I like all kinds of Pork Rinds--but most of the ones you buy in the store--already made--have a high fat content.  People on a low carb diet can eat any kind--but if you are watching your fat intake, these are an excellent alternative.  I always include them in my diet--they are not the most filling snack--however, a bag usually satisfies your craving for a salty snack.  I buy boxes of them at a time from Amazon so I never run out."
10321,B003EML8PM,A2V7W644O7N0KV,"John P. Eckrem ""Big Daddy""",1,1,5,1234224000,They are Delicious,These pork rinds are the bomb!  They're excellent coming out of the microwave.  Yum!
10322,B003EML8PM,A2JLCCH9PKONF,"Nolan M. Strom ""Nolan Strom""",1,1,5,1234137600,texture!,I like the texture to these pork rinds more than any others.  There's something special about have these hot and fresh cooked.  Try dipping them in nacho cheese with jalapeno slices.
10323,B003EML8PM,A1WXJ2XUT3S3WS,"Ruby ""Ruby""",1,1,5,1232323200,I eat these too much,"I'm kind of addicted to these.  I like both the Hot and Spicy and the Plain Lowrey's Bacon Curls Microwave Pork Rinds, but like the Hot and Spicy best.  I found the perfect time in my microwave of 1:20, but had to experiment to find the right amount of time.  Before taking them out of the plastic I shake them a little.  Once in a while they will fly out of the bag when I try to shake it when the bag is out of the plastic and opened flat like the directions show.  You really need to get them dispersed in the bag before popping if you want full big puffy pork rinds, which I think needs to be done more than 5-6 times like the directions state.  Some bags do seem fuller than others, however.  I have to agree these do stink when taken out of the microwave.  I turn my stove fan on before taking them out of the microwave and pour them out of the bag under the fan and hold the bag and bowl up to the fan for a few seconds.<br />I've tried dipping these into ranch dressing which is a bit of a treat too, but seems to make the porky too soggy, but I like the taste of it."
10324,B003EML8PM,A1JKN9HTWS3ALI,"Amanda R. Jones ""amanda jones""",1,1,5,1229385600,great choice for husbands!,my husband loves these! right now we are currently stationed overseas and it just brings back a little of home to him. amazon has been the only place that i can find that sell these.
10325,B003EML8PM,A2J3GVZJM5SQIA,"S. Miller ""maggie""",1,1,5,1229040000,Excellent pork rinds,The Ortega microwave port rinds pop up like popcorn and they taste fresh and has excellent flavor.  The shipment arrived in great shape and was shipped promptly.
10326,B003EML8PM,A26MQDT2IR1XO3,Carol N. Gossett,1,1,4,1227744000,Great Snack,"This is a very tasty snack although a little too salty, otherwise I love them."
10327,B003EML8PM,A2Q6NNA2T2J265,Redbeard,1,1,4,1226880000,Microwave pork rinds are FANTASTIC!,"If you enjoy pork rinds like I do, you can't miss this product.  A minute and a half in the microwave, and you've got warm, crunchy deliciousness.  There's just the right amount of spice, too.  This is a great product."
10328,B003EML8PM,A1MLXVVVLBPF7L,pjasings,1,1,5,1226880000,Yummmmm!,"Just got these and tried them over the weekend.  They were easy to cook and taste great.  My husband saw that I had them and tried them as well, so now I'm glad they come 15 to a box.  These will be a staple on our snack shelf.  There is a big differance between store bought and these.  These are sooo much fresher (and tastier).  They also fit very well into my high protein/low-carb diet.  It's wonderful to snack on something with a crunch to it!"
10329,B003EML8PM,A29ON7DBR7NMO2,"Doris E. Lezon ""Lezonpd""",1,1,5,1226793600,my nightly snack,NO CARBS  This is my favorite snack -  very light and crunchy.  Not as dry as the packaged pork rinds.  I love these -  Been getting these for 6 years and still order them every 2-3 months.
10330,B003EML8PM,A3EBRRV208XMZJ,"Ronald Baum ""radar ron""",1,1,4,1226361600,great snack,"I love these things, warm pork rinds that tast fresh and the size of the bag is just the right size"
10331,B003EML8PM,A1IYWR1OOK6NK4,William P. Haltom Jr.,1,1,5,1225152000,Lowrey's microwave pork rinds,"Wal-mart used to carry these Lowrey's microwave pork rinds in a 4 pack, but as everybody knows just because it on wal-marts shelf today does not mean it will be there tomorrow. Well they discontinued carring them and I was BUMMED OUT beyond belief. I LOVE THESE THINGS. I done a search on line and found then on amazon.com and you can't imagine how happy I was. I bought 2 cases of them. My whole family is addicted to them. Did i mention I LOVE THESE THINGS. They go into my microwave for 1 minute and 20 seconds and you have hot fresh pork rinds. They are so much better than the pork rinds in the bag on the potato chip isle. 2 Thumbs Up"
10332,B003EML8PM,A2XNN8CP3C0D65,K. Watson,1,1,4,1224892800,Pork rinds,"A friend of mine sent me some of theese, and I thought it sounded kinda gross. But found they were quite good for a snack, but the only place I've found them on the west coast is online"
10333,B003EML8PM,A1O5EVI1GLFEVN,"L. Herbert ""junkfood junkie""",1,1,5,1224720000,warm and crispy,"If you like pork rinds you're going to love these. They come out of the microwave so warm, light and crispy. Great snack if you're on low carbs."
10334,B003EML8PM,AVQ2GTV23RX97,J. J. Dwyer,1,1,5,1223596800,Best Chicaronnes,"Lowrey's chicaronnes are probably the best pork rinds available in the USA, always fresh after proper time in the micro-wave."
10335,B003EML8PM,AFNTQUTDPMR74,"Stanley M. Dolan ""Drunkenlout""",1,1,4,1223251200,Not Too Bad,I wouldn't have these every day but I found them to have plenty of flavour and kind of fun to cook.
10336,B003EML8PM,A19Z9JZCDQ91JJ,A. Tocci,1,1,4,1220486400,Happy to find this product,"After buying these for quite sometime, I was quite disappointed when Walmart didn't carry them any more. They are not the same brand, but still pretty good. I wish there was more in the bag. You don't get a whole lot in each bag. I am glad to have them though. I bought 2 cases, and when I run out will probably get more."
10337,B003EML8PM,A3C7N0LX3SD6K9,Debra Robles,1,1,5,1218931200,Microwave pork rinds,"At first, I thought the product was a joke, but not so, delicious and fresh!!! Try them."
10338,B003EML8PM,ADSECPM0504C2,Ronald C. Cantrell,1,1,4,1217289600,Lowery's Microwave Pork Rinds,"I tried both the Original and the Hot and Spicy, both are marvelous.  Only problem I have is that both are a little on the Salty side.  2 Minutes in the Microwave and you have cracklin pork rinds.  I can no longer find any in my local super market, this is a wonderful substitution."
10339,B003EML8PM,ARPD8R8TTHN8G,Chris Storm,1,1,5,1213920000,Big Smiles!,I take various snacks into work and get repaid by the honor system.  I thought I'd try these because they are something different from the usual chips & cookies.  They were a huge hit.  Ten packages were gone the first day and everybody was walking around with a smile on their face spreading the word. I will definitely be ordering more!
10340,B003EML8PM,A3PZORYCYT6Y1I,"James Donovan ""JD""",1,1,5,1212537600,a tasty snack,"I found microwave pork rinds quite by accident. But ever since, they are something I have wanted. Now I found them on Amazon, and I couldn't be happier.<br /> It's a quick, easily prepared snack, and as other reviewers have pointed out, not bad for your diet.<br /> Once they come put of the microwave, open the bag, pour them out, and marvel as you hear them still popping and crackling in the bowl. I may never go back to bagged pork rinds ever again"
10341,B003EML8PM,A1080SE9X3ECK0,"L. Meza ""fire2ice""",1,1,5,1212192000,VERY GOOD!!,"i can no longer find these in our local stores.my whole family loves these.my kids love to hear them ""pop"".the taste is very good.we prefer these over popcorn.very happy to find these.I will buy more!!"
10342,B003EML8PM,A3NDHBU692SSTL,BMWill,3,4,1,1265932800,Does not heat up well,"I heated these up in the microwave, and they do not microwave evenly. some will be burnt and hard as a rock when others will be just right. since you dont get very many in one bag, and since about 1/3 dont cook right, you barely get any pork rinds and throw the rest away. Maybe I am not cooking them right, but i followed the directions..."
10343,B003EML8PM,AKWW7AKAD21RO,Philip Wheat,3,4,2,1228435200,"OK, but pork rinds shouldn't be gummy.","Not thrilled with this one - threw most of it away.  For some reason, the result ended up being ""gummy"" which isn't something I expected from this type of product."
10344,B003EML8PM,A224BOQUVNBOYB,Alice in AZ,5,7,1,1305072000,AAAARRRRRGGGGHHHHH!!!!!,"first, the good news:  YES, these are really good.<br />the bad news: They are loaded with monosodium glutamate<br />Of course, this wasn't listed on Amazon as one of<br />the ingredients.<br />This is a good item if you're not sensitive to<br />MSG--<br />Now I have to go to the 7-11 and buy the fried pork<br />rinds to feed my addiction."
10345,B003EML8PM,A2K4JYOYILI69Q,Zach Wily,17,25,1,1327881600,Awful smell.,Someone at work cooked these and the smell is now making everyone sick. Smells kinda like puke. Hopefully the smell does not last overnight. Not recommended.
10346,B003EML8PM,A2W5H8M2HDOJMS,J. Moore,2,3,1,1315958400,Unbearably salty,"For starters, I'm not salt or msg averse. I enjoy salty food like chips, jerky, and bacon. However, these pork rinds are ridiculously salty tasting. To give you a better idea of what I'm referring to, Kettle Chips Sea Salt variety have 55 mg of salt per 1/2 oz of chips. Lowrey's pork rinds have 310 mg of sodium per 1/2 oz serving. That's roughly six times the salt content of a food considered relatively salty by most people. I read a review on here saying that they were too salty and decided to order them anyway thinking the reviewer was some salt hating baby. Boy, was I mistaken. I wish I hadn't ordered these."
10347,B003EML8PM,A2LP1U8GSJ3CAR,Catdaddy,2,3,1,1298505600,Poor Quality,Terrible. Half of the rinds don't cook and the ones that do are gummy and shrink. Contacted Lowrey's about the defective product but they failed to respond.
10348,B003EML8PM,A1WHK2VGQAD5A7,"J. Wright ""not the mama""",2,3,3,1298332800,Lowrey's Bacon Curls Microwave Pork Rinds,"I had trouble finding just the right amount of time to microwave Lowrey's Bacon Curls Microwave Pork Rinds and now that I have they're okay, but I doubt I will buy them again...I ruined quite a few in the process."
10349,B003EML8PM,A2VH2Y22U9UD5D,T. Richards,2,3,1,1294185600,Never again...,"Wow, I had high hopes for a great addition to my low carb diet, but these rinds were very disappointing.  Tried several bags, but could not get the cooking time right.  Taste was dreadful, texture downright rocky.  I guess I'll stick to off the shelf rinds.  Won't be getting these again.  Can't recommend, and would warn of anyone asking for my opinion."
10350,B003EML8PM,AL26J086LIKJ2,TankGirl,2,3,2,1271635200,Help!,"I am having probs with the cooking. They come out all fluffy and in 20 seconds suck back into themselves and get all hard. I've tried less time, more time and cooking them out of the bag on a paper towel... Dunno what I am doing wrong, and the company doesn't have any contact info. As for the taste..they're Alright..Waay salty and I'm a salt-a-holic!<br /><br />I wouldn't buy again :("
10351,B003EML8PM,A12YIKR8WDNS9X,Redmond Mom,2,3,2,1267315200,MSG Alert,"I saw these on the Food Network Channel, and they made it sound so delicious on TV. I only wanted to buy one or two packets to try, but Amazon only sells them in a big box.  They're light and crispy if they're popped correctly, a little on the salty side because of the MSG seasoning (beware migraine sufferers). Not all of the bacon chips pop, and you can't eat the ones that don't because it's like plastic before they're nuked in the micro.  Now, I am stuck with the rest of the box."
10352,B003EML8PM,A2ZNYHD93IMFCP,K. Meyer,2,3,2,1254787200,Disappointing,I expected better. Flavor is o.k. But half of the rinds do not puff up no matter what the timing in the microwave.
10353,B003EML8PM,AO09RWV40IX78,"M. Hyatt ""AMAZON BUYER""",2,3,4,1233273600,TRICKY TO NUKE....but great for low carb diets!,"THESE ARE VERY TASTY FOR A QUICK SNACK, BUT THEY ARE A LITTLE TRICKY TO MICROWAVE. EACH MICROWAVE OVEN COOKS DIFFERENTLY (SIZE AND POWER WATTAGE) IT TAKES A FEW PACKS TO COOK JUST RIGHT. VERY EASY TO OVERCOOK OR UNDER COOK AND THIS EFFECTS THE TASTE GREATLY. AFTER YOU LEARN THE EXACT SECONDS FOR YOUR MICROWAVE THE BETTER THE TASTE. IF YOU OVERCOOK THEM THEY HAVE A CHEMICAL LIKE TASTE...YOU MIGHT AS WELL THROW THEM AWAY! (IF NOT COOKED JUST RIGHT)... I LIKE TO WATCH THE BAG COOK FOR BETTER RESULTS. I TAKE THE BAG OUT AT THE POINT OF INFLATION, NO LATER OR THEY WILL BE OVER COOKED. AT FIRST I THOUGHT IT WOULD BE LIKE NUKING POPCORN, BUT IT IS MORE DIFFICULT.<br /><br />+++UPDATE 1-04-10....WE GO THROUGH ABOUT 2-3 BOXES PER MONTH BECAUSE WE ARE ON A LOW CARB DIET."
10354,B002AR2HVG,A17Y5PJ1EOQVJB,"Beverley S. Frederick ""grandmacat""",1,1,5,1312070400,Snow's Corn Chowder,"I have been looking for a site to order Snow's Corn Chowder.  Formerly a New Englander and now living in Florida, I cannot find my favorite chowder anywhere.  My whole family loves Snow's Corn Chowder and I promise to share with them if I can order a case.  Would some one please look around and see if you can find one.  The Florida Fredericks would be most appreciative."
10355,B000FDCGYA,A178F2DM1CN65D,"Jim ""Local Man""",1,1,5,1300406400,Valentine sweet,MY wife is definitely not a chocohalic and is not fond of most sweets. In fact Werther's is the only candy she really likes. So instead of chocolates or flowers I bought this monster box of Werther's for Valentines day. It was a big hit.
10356,B000FDCGYA,ADYTM3LBHIKCG,george Huller,0,0,5,1343779200,Werthers Orginalai,Werthers is the best candy I ever tasted. I have become addicted to it. It is the only candy I eat!!!
10357,B000FDCGYA,APF5QTOIESED4,scoobydoo123,0,0,5,1319414400,My Favorite,"My candy order came quickly, packed well in a cardboard box - all 12 bags of the 10 ounce size!  I was pleased that the candy had not gotten soft or sticky in transit, as sometimes an order for the 34 ounce bag will do.  The last bag of the 12 has just been opened. . . so, as I was ordering another case, I took a minute to write a quick note."
10358,B000FDCGYA,A1YBIMZCM1T3M9,Melinda G,0,0,5,1318464000,Yummy!,"Yummy,<br />This is a candy I have enjoyed since I was a child. It reminds me of sitting on the front porch in the swing with my grandmother. When I pop one of these little pieces of heaven into my mouth it brings back great memories of the days gone by."
10359,B0025VRHLM,A2XDBDNH1TO3RL,Vicky Coerper,1,1,5,1323216000,Great Coffee,We appreciate the availability of this coffee from you.  I order and it arrives quickly. I'm getting ready to place another order now! My Dept loves it!
10360,B0001VWGWS,A1IWZAYY9GTLGL,"concurrent1 ""concurrent1""",0,0,5,1334966400,Best chili powder I ever tried!,"I had a recipe that called for a lot of dark chili powder and the only place I could find it was amazon.com.  I bought a jar of this and it made two batches of the chili recipe I have.  The chili was the best I'd ever made.  I can vouch that this chili powder really does make a big difference in the flavor of a chili.  It is rich with a bit of a kick.  Everyone has been crazy for it, and I think its due to this chili powder. I'm back to buy the bag this time!"
10361,B000V6FTTU,A5PFMT0YEZV32,Olga Troubina,8,9,3,1199232000,Good chili,"This chili is filling and mildly spicy. Cooks well, however it makes exploding noises in my microwave."
10362,B000V6FTTU,A2AFTCLYIEQMLV,"highlander ""duncan""",7,8,3,1210550400,Good for workers w/ ten minute lunch breaks,"Keep box of saltines nearby and nuke this stuff and it's about the best lunch out of a microwave that I have ever had in my 45 years of working.<br />Nice and thick, no weird burnt spices, mystery meat, but they all have that.<br />I will buy this again."
10363,B000V6FTTU,A3N4SGWWMUTY1Z,Gregory Law,5,6,3,1217116800,Edible but not great,"One of the disappointments with Campbell's Chunky Chili is that the ""meat"" is chewy and doesn't really taste like meat. Overall, the chili is acceptable as a quick lunch alternative but don't expect anything resembling homemade chili."
10364,B000V6FTTU,A22VNXHU6IZ5MT,"Jason P. Pumphrey ""the movie & music man""",2,2,3,1240531200,"I have to also agree,3 star chili","Campbell's makes some great soups,but their chili on the other hand,leaves alot to be desired,it's tastes okay,just not up to snuff,I prefer Hormel(w/ or w/out beans) or even better HOMEADE!!!(and I make a mean chili,no compalints yet!!!)"
10365,B000V6FTTU,A27Z66S1BECCYN,Beau Steward,1,1,2,1294444800,"Tastes good, at least","For a microwavable chili, this stuff, and the firehouse variant, do taste good. However, I never get to eat the full container because it tends to explode in the microwave. I've followed the directions exactly on the label, as well as tried some tweaking, and nothing so far has prevented it from exploding.<br /><br />The problem is the plastic lid that is to be left on. It is left on because it is vented but covers the chili to keep it from splattering. Irony is there is not enough venting, the chili plugs the holes, and as it boils and water vapor expands, it basically becomes a messy bomb in your microwave.<br /><br />I wish I could say it was user error and that there is a way to enjoy this without the mess. So far the firehouse variant hasn't exploded on me, but it also has less meat and beans to it. Since the firehouse variant is not really all that spicy, I may just stick with that until Campbells can make this not a bomb."
10366,B000V6FTTU,AOA0XDHSL5GRY,Wayne Bengston,5,7,5,1261699200,My favorite shelf-stable microwave lunch,"I eat a variety of shelf-stable microwavable lunches.  This is the best of the bunch, to me.  It has good flavor and is well seasoned without being overly spicy.  It has 6 grams of fiber and tastes good at the same time.  I prefer to eat it with saltines and shredded cheddar, but have eaten it with only the saltines and enjoyed it.<br /><br />I usually prefer chili without beans, with Hormel prefered and Wolf brand as an alternate, but I really like this chili ""soup"" with beans.<br /><br />For thos who have trouble with the chili popping and banging, turn the power level of the microwave down."
10367,B000V6FTTU,A2NU9H8H5MJZSL,Telstar,2,3,2,1288828800,Barely edible,"I think this chunky chili is the worst store-bought chili.  The meat has the texture of artificial soybean meat and is chewy, the<br />sauce is too sweet and cloy.  This has no character.<br /><br />I prefer Hormel or Dennisons to this.  By far."
10368,B000V6FTTU,A1CGO0P4JVLLEN,Phil,0,0,5,1330214400,"Good, quick meal","I had never tried these before and wanted something different. These turned out to be really good, I even made some Chili cheese fries that were really good. Will definitely buy again."
10369,B000V6FTTU,A29DH2D8CBMZ5X,D. L. Storm,0,0,4,1316736000,5 stars on taste,5 stars on taste. Beef tastes like it was grilled before it was added to the chili. The only thing that concerns me is the 11 grams of sugar. That can't be good for you.
10370,B000V6FTTU,A3VI629D7176FT,Marvo,0,0,5,1310428800,Best chili,"Campbell's Roadhouse.  Best microwavable chili on the market.  Used to be able to get it in local grocery stores, but haven't seen any there for a long time now.  Don't know why.  Glad to find it available on-line.  Just the right amount of spices.  Lively flavor without trying to burn out your taste buds.  Only good Campbell's lean meat used."
10371,B000V6FTTU,A15LW1X140EOAL,S. Marcus,0,0,4,1304121600,"Good taste, I'll get more!","This Chile was surprising good and not overly salty or processed tasting.  Actually a good, light and tasty lunch!"
10372,B000V6FTTU,A3EJTMLA6L4FV1,Charles A Dennis Jr,0,0,3,1231718400,Campbell Chunky Roadhouse Beef & Bean Chili,"Taste is not bad and there is plenty of beans and beef.<br />Too much sodium. If you have high blood pressure, this product is a no, no."
10373,B000V6FTTU,A3LER6AE7BE66E,A. Alvarado,1,2,4,1250467200,Better than the other Campbell's soups...,"For a microwavable meal, it's great. The meat is indeed a mystery, but expected for the price. If it had higher quality meat, we'd be complaining about the price increase for the product.<br />If you're looking for a cheap, quick alternative meal at work, this works nicely. Add some sour cream and eat it alongside rice for a more fuller meal.<br />I'd prefer a home cooked chili, but who has the time to shop/prepare it when working over 40hr/wk. I've had worse chili in restaurants for much more.<br />I just purchased Campbell's Firehouse Hot and Spicy Chili because I do prefer some heat. Will review them later this week when I receive my shipment."
10374,B000V6FTTU,A3SK29UAJTG68R,mikest,1,4,5,1285718400,Best Lunch Ever,"When a beautiful young vixen from work offered to buy me lunch, I was elated.  But, at the time, I was unaware she was not willing to spend more than three dollars.  So instead of going out, we went to the store, where I was unsure about which flavor soup to get.  She recommended the Chunk Chili with Beans, Roadhouse Style.  This was a delicious, hearty meal, and I certainly plan on buying it again, partly to bring back that nostalgic moment of its purchase."
10375,B000V6FTTU,A3F4UA5BYIACCA,Matthew Nichols,1,4,1,1243987200,explodes in microwave,"When cooking according to instructions in microwave it keeps making popping noises and eventually it pops really loud and flies up and spills all over the place at about 1:15 secs in my microwave, WTF? It has done it to me three times in a row, then I tried it in my sisters microwave and had the same exact problem. I'm not sure this stuff is even safe!"
10376,B0006UE212,A38Q5FFLZE8G3B,Gala,1,1,5,1335657600,Good product,"Works great,I use it for years. Do not use it everyday though,because it is strong.<br />Good to use fiber instead."
10377,B005GGV19C,A30J7WQV0ZNRXG,"D. Reinstein ""marindavid""",1,1,2,1343433600,Great candy... Cheaters box!,"I love Chuckles, so the temptation to buy some in bulk overtook my better judgement recently. I don't know why, but I was surprised to discover that each HUGE (""Movie Size"" box was mostly air and contained a small clear plastic wrapping with 8-10 pieces of candy in it. I AM old enough to have fallen for this. I ate them all quickly to quell my feelings of having been made an idiot out of yet again by air-filled boxed nothingness. Chuckles is a great and classic candy - But this packaging is quite deliberately deceptive and insulting. I would shop for other packages (at other sites) should the Chuckles-urge overtake me yet again."
10378,B005GGV19C,A1VMGZBVUPUY2R,ceramique,1,1,5,1339027200,"Great value, big boxes.","I do not understand the bad review below. The Chuckles boxes come to 40 ounces. The Chuckles bars are 48 ounces at nearly twice the price. That's right. The boxes cost almost half as much.<br />The boxes are big and inside the Chuckles are in a plastic bag. Yes, they are not evenly distributed. Oh, well."
10379,B005GGV19C,A2AUDU9Q784RVB,"robb quick ""mia""",0,0,5,1342656000,Great  Treat,"My brother and I were talking about candy that we enjoyed as children.  I bought the Chuckles Theater boxes as a gift for him. Moist, tasty and there's plenty to share. The quantity may be too much for some, but they always have a houseful of kids watching movies and eating snacks.  This is a great movie treat for all ages at a good value."
10380,B005GGV19C,A174WH0M2H3BRD,RJAj,1,2,1,1327449600,Bigger box but NOT a good value!,Kind of  a ripoff.  I bought the theater box instead of the 5 piece candy bar version and that turned out to be a big mistake.  Each box has only 8 or 9 pieces and they are randomly filled so you are not guaranteed even 1 piece of each flavor.  One box had 6 green pieces and 3 black.  A better value is 20 pack of the original 5 piece bar.  This theater box is sold by weight (4oz) and not volume.  The box is about 90% empty- Ripoff!
10381,B005GGV19C,A1STD4JBKNGNX1,J. R. Fetzer,0,2,5,1326672000,KooKoo for Chuckles,I. Love. Chuckles.<br /><br />and they're soooo hard to find.  damn you amazon for providing me a place to order them at WILL!<br /><br />my new diet shot to hell<br /><br />:)
